fire_data2,Serial,FireCategory,FireYear,Area,DistrictName,UnitName,FullFireNumber,FireName,Size_class,EstTotalAcres,Protected_Acres,HumanOrLightning,CauseBy,GeneralCause,SpecificCause,Cause_Comments,Lat_DD,Long_DD,LatLongDD,FO_LandOwnType,Twn,Rng,Sec,Subdiv,LandmarkLocation,County,RegUseZone,RegUseRestriction,Industrial_Restriction,Ign_DateTime,ReportDateTime,Discover_DateTime,Control_DateTime,CreationDate,ModifiedDate,DistrictCode,UnitCode,DistFireNumber
17085,117485,STAT,2020,SOA,Southwest Oregon,Grants Pass,20-712873-20,I-5 NB MM 54,A,0.01,0.01,Human,Motorist,Equipment Use,Carbon Sparks from Vehicle,Carbon exhaust from a passing vehicle,42.43427,-123.25922,POINT (-123.25922 42.43427),State,36S,5W,14.0,SESW,3.55 miles E of GP,Josephine,SW3,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,05/06/2020 03:00:00 PM,05/06/2020 03:00:00 PM,05/06/2020 03:00:00 PM,05/11/2020 09:39:00 AM,05/06/2020 12:00:00 AM,05/14/2020 03:51:00 PM,71,712,873
17088,109300,STAT,2017,NOA,Forest Grove,Forest Grove,17-531055-18,Redmond Hills Fire,B,1.0,1.0,Human,Other-Landowner Related,Miscellaneous,Insect & Pest Control,Burning Gopher holes.,45.20108,-123.24556,POINT (-123.24556 45.20108),Rural Residential,4S,5W,25.0,NWNE,2.37 miles West of McMinnville,Yamhill,NW3,Reg Use Closure,Lvl 2 Limited Shutdown,09/09/2017 01:00:00 PM,09/09/2017 01:09:00 PM,09/09/2017 01:06:00 PM,09/09/2017 01:35:00 PM,09/11/2017 12:00:00 AM,09/11/2017 11:04:00 AM,53,531,055
17091,116833,STAT,2019,SOA,Southwest Oregon,Medford,19-711309-20,Dean Drive,A,0.25,0.25,Human,Ruralist-Paying,Equipment Use,Mowing - Residential,Mowing during regulated use closure,42.38602,-122.96705,POINT (-122.96705 42.38602),Rural Residential,37S,2W,5.0,SENW,2.68 miles West of Central Poi,Jackson,SW1,Reg Use Closure,Lvl 2 Limited Shutdown,09/12/2019 10:30:00 AM,09/12/2019 10:30:00 AM,09/12/2019 10:30:00 AM,09/12/2019 10:43:00 AM,09/12/2019 12:00:00 AM,09/18/2019 10:50:00 AM,71,711,309
17094,115865,STAT,2019,EOA,Northeast Oregon,Wallowa,19-974026-20,Brown,A,0.01,0.01,Lightning,Lightning,Lightning,Lightning,LIGHTNING STRUCK TREE,45.80206,-117.7295,POINT (-117.7295 45.80206),Industrial,4N,41E,30.0,NENE,Brown Meadow,Wallowa,NE2,Reg Use Closure,Does Not Apply - Eastern OR,08/09/2019 10:21:00 PM,08/10/2019 03:14:00 PM,08/10/2019 03:05:00 PM,08/10/2019 09:52:00 PM,08/10/2019 12:00:00 AM,09/08/2019 03:30:00 PM,97,974,026
17095,123543,STAT,2021,SOA,Southwest Oregon,Grants Pass,21-712963-21,Sykes Creek,B,1.0,1.0,Human,Recreationist,Debris Burning,Burn Barrel,Escaped burn pile,42.57838,-123.57838,POINT (-123.57838 42.57838),Other Private,34S,4W,35.0,NWNW,"Pleasant Creek Guard Station,",Jackson,SW3,Outside Closed Fire Season,Outside Closed Fire Season,05/02/2021 07:00:00 AM,05/02/2021 05:01:00 PM,05/02/2021 05:00:00 PM,05/14/2021 07:52:00 AM,05/03/2021 12:00:00 AM,05/04/2021 10:44:00 AM,71,712,963
17097,108828,STAT,2017,SOA,Southwest Oregon,Grants Pass,17-712441-18,Jack Creek #3,A,0.25,0.25,Human,Recreationist,Miscellaneous,Other - Miscellaneous Related,Dragging trailer with no wheel,42.57269,-123.32239,POINT (-123.32239 42.57269),Rural Residential,34S,5W,32.0,SENW,9.23 miles N of GP,Josephine,SW3,Reg Use Closure,Lvl 3 Restricted Shutdown,08/12/2017 02:35:00 AM,08/12/2017 02:40:00 AM,08/12/2017 02:40:00 AM,08/15/2017 11:09:00 AM,08/25/2017 12:00:00 AM,09/02/2017 09:19:00 AM,71,712,441
17098,115660,STAT,2019,NOA,Forest Grove,Forest Grove,19-531010-20,Old RR Grade Fire,B,5.0,5.0,Human,Ruralist-Paying,Equipment Use,Mowing - Agriculture,Farm machinery ignited surrounding hay field.,45.33617,-123.22437,POINT (-123.22437 45.33617),Agriculture,3S,4W,6.0,NWSE,1.84 miles West of Yamhill,Yamhill,NW3,Reg Use Closure,Lvl 1 Fire Season Only,08/06/2019 09:45:00 AM,08/06/2019 09:48:00 AM,08/06/2019 09:46:00 AM,08/06/2019 11:15:00 AM,08/09/2019 12:00:00 AM,08/17/2019 08:38:00 AM,53,531,010
17099,108240,STAT,2017,EOA,Klamath-Lake,Klamath,17-981082-18,Hill 488,B,0.63,0.63,Lightning,Lightning,Lightning,Lightning,Lightning,42.18583,-121.37222,POINT (-121.37222 42.18583),Other Private,39S,11.5E,14.0,NWSE,1.5 mi SE of Bonanza,Klamath,KF1,Reg Use Closure,Does Not Apply - Eastern OR,08/08/2017 02:50:00 PM,08/08/2017 03:00:00 PM,08/08/2017 02:55:00 PM,08/08/2017 07:30:00 PM,08/09/2017 12:00:00 AM,08/12/2017 11:34:00 AM,98,981,082
17101,126771,STAT,2021,SOA,Southwest Oregon,Grants Pass,21-712301-22,August Knob,A,0.25,0.25,Lightning,Lightning,Lightning,Lightning,Lightning,42.79364,-123.79294,POINT (-123.79294 42.79364),BLM,32S,9W,17.0,SWNW,15.53 miles Southeast of Power,Curry,SW4,Reg Use Closure,Lvl 3 Restricted Shutdown,08/01/2021 07:00:00 PM,08/02/2021 06:05:00 AM,08/02/2021 06:00:00 AM,08/05/2021 01:21:00 PM,08/05/2021 12:00:00 AM,08/06/2021 05:29:00 PM,71,712,301
17102,118473,STAT,2020,SOA,Douglas - DFPA,DFPA Central,20-733074-21,Rice Creek,C,28.61,28.61,Human,Rancher-Farmer,Equipment Use,"Other -Equipment Use Related (ie. road const., other i.c.e.)",Brake Shoe,43.229,-123.42108,POINT (-123.42108 43.229),Rural Residential,29S,6W,9.0,NWSW,Winston,Douglas,DG1,Reg Use Closure,Lvl 1 Fire Season Only,07/23/2020 03:30:00 PM,07/23/2020 03:30:00 PM,07/23/2020 03:30:00 PM,07/23/2020 07:24:00 PM,07/25/2020 12:00:00 AM,08/18/2020 04:49:00 PM,73,733,074
17104,115137,STAT,2019,SOA,South Cascade,Eastern Lane,19-771031-20,Winberry Park,A,0.1,0.1,Human,Other-Landowner Related,Miscellaneous,Other - Miscellaneous Related,No immediate cause was able to be determined.,43.94151,-122.74809,POINT (-122.74809 43.94151),State,19S,1W,1.0,SESE,40801 Winberry creek rd,Lane,EL1,Reg Use Closure,Lvl 2 Limited Shutdown,07/23/2019 05:00:00 PM,07/23/2019 05:35:00 PM,07/23/2019 05:34:00 PM,07/23/2019 06:09:00 PM,07/23/2019 12:00:00 AM,08/05/2019 01:46:00 PM,77,771,031
17105,115719,STAT,2019,EOA,Central Oregon,The Dalles,19-954028-20,Woodcock Road,A,0.01,0.01,Lightning,Lightning,Lightning,Lightning,Lightning struck tree at origin,45.20944,-121.34472,POINT (-121.34472 45.20944),Small Woodlands,4S,12E,19.0,SWNE,13 Miles West of Maupin,Wasco,MH1,Reg Use Closure,Does Not Apply - Eastern OR,08/09/2019 09:53:00 PM,08/10/2019 09:28:00 AM,08/10/2019 09:00:00 AM,08/11/2019 04:00:00 PM,08/10/2019 12:00:00 AM,08/12/2019 12:08:00 PM,95,954,028
17109,117180,STAT,2019,SOA,Coos - CFPA,Coos Bay,19-721120-20,Thorton Oar,A,0.17,0.17,Human,Ruralist-Non-Paying,Debris Burning,Burning During Poor Condition,,43.67861,-124.08694,POINT (-124.08694 43.67861),Small Woodlands,22S,12W,12.0,SENE,2 S Reedsport,Douglas,CS1,Outside Closed Fire Season,Outside Closed Fire Season,11/01/2019 02:30:00 PM,11/01/2019 04:32:00 PM,11/01/2019 02:30:00 PM,11/02/2019 01:45:00 AM,11/02/2019 12:00:00 AM,11/25/2019 03:04:00 PM,72,721,120
17110,125262,STAT,2021,SOA,Southwest Oregon,Grants Pass,21-712155-22,Shanks Creek,A,0.01,0.01,Human,Other-Public,Miscellaneous,Spontaneous Combustion,Fire was in a larch barch mulch pile off the roadside.,42.61863,-123.31562,POINT (-123.31562 42.61863),BLM,34S,5W,17.0,SWNE,9.8 miles Southeast of Glendal,Josephine,SW3,Reg Use Closure,Lvl 2 Limited Shutdown,07/19/2021 01:15:00 PM,07/19/2021 01:35:00 PM,07/19/2021 01:35:00 PM,07/22/2021 02:22:00 PM,07/22/2021 12:00:00 AM,07/22/2021 04:35:00 PM,71,712,155
17111,109935,STAT,2018,NOA,North Cascade,Santiam,18-582057-18,Lookout Mainline Pile,A,0.01,0.01,Human,Recreationist,Recreation,Warming Fire Unattended,,44.82944,-122.59,POINT (-122.59 44.82944),Industrial,8S,2E,32.0,SENW,4.1 miles N of Lyons,Marion,CM1,Outside Closed Fire Season,Outside Closed Fire Season,02/12/2018 12:00:00 PM,02/13/2018 08:00:00 AM,02/13/2018 08:00:00 AM,02/13/2018 11:15:00 AM,02/13/2018 12:00:00 AM,06/06/2018 09:30:00 AM,58,582,057
17112,110016,STAT,2018,EOA,Central Oregon,Sisters,18-955093-18,Haner Butte 0175,B,1.46,1.46,Human,Timber Harvest Worker,Debris Burning,Industrial- Slash-Failure to Adequately Mop Up,Slash burn holdover,43.64556,-121.6175,POINT (-121.6175 43.64556),Industrial,22S,9E,23.0,NWSE,Haner Butte 6 miles SW of La P,Deschutes,WC2,Outside Closed Fire Season,Does Not Apply - Eastern OR,01/15/2018 12:00:00 PM,05/10/2018 03:11:00 PM,05/10/2018 03:10:00 PM,05/10/2018 08:00:00 PM,05/10/2018 12:00:00 AM,07/10/2018 10:56:00 AM,95,955,093
17114,114358,STAT,2019,EOA,Central Oregon,Sisters,19-955140-19,Tumalo 310,A,0.01,0.01,Human,Ruralist-Non-Paying,Equipment Use,Power Saw (Not in Forest Operation),Possibly heat from exhaust. Spark arrestor in place.,44.14639,-121.41611,POINT (-121.41611 44.14639),Rural Residential,16S,11E,33.0,SENW,6 miles Northwest of Bend,Deschutes,WC2,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,06/19/2019 04:00:00 PM,06/19/2019 04:43:00 PM,06/19/2019 04:40:00 PM,06/19/2019 05:00:00 PM,06/19/2019 12:00:00 AM,06/26/2019 12:23:00 PM,95,955,140
17116,109952,STAT,2018,EOA,Klamath-Lake,Klamath,18-981149-18,Dairy 149,B,0.76,0.06,Human,Ruralist-Paying,Debris Burning,Inadequate clearing,,42.24944,-121.51389,POINT (-121.51389 42.24944),Rural Residential,38S,11.5E,27.0,NWNE,1 Mile NE of Dairy,Klamath,KF1,Outside Closed Fire Season,Does Not Apply - Eastern OR,03/30/2018 02:57:00 PM,03/30/2018 02:57:00 PM,03/30/2018 02:57:00 PM,03/30/2018 07:00:00 PM,04/02/2018 12:00:00 AM,05/14/2018 09:35:00 AM,98,981,149
17120,108619,STAT,2017,SOA,South Cascade,Eastern Lane,17-771066-18,Staley,F,2326.0,0.0,Lightning,Lightning,Lightning,Lightning,,43.40873,-122.36935,POINT (-122.36935 43.40873),USFS,25S,4E,8.0,SWSW,1 mile E of Staley Ridge,Douglas,WL3,Reg Use Closure,Lvl 3 Restricted Shutdown,08/10/2017 12:01:00 AM,08/10/2017 09:49:00 AM,08/10/2017 07:00:00 AM,09/30/2017 05:00:00 PM,08/18/2017 12:00:00 AM,05/01/2018 01:42:00 PM,77,771,066
17121,106686,STAT,2017,SOA,Southwest Oregon,Grants Pass,17-712781-17,Rancho Vista Drive 567,A,0.01,0.01,Human,Ruralist-Paying,Equipment Use,Mowing - Residential,mowing tall grass,42.45528,-123.27306,POINT (-123.27306 42.45528),Rural Residential,36S,5W,10.0,SENE,3 miles East of Grants Pass,Josephine,SW3,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,06/17/2017 04:13:00 PM,06/17/2017 04:13:00 PM,06/17/2017 04:13:00 PM,06/20/2017 09:39:00 AM,06/17/2017 12:00:00 AM,06/21/2017 11:53:00 AM,71,712,781
17122,107306,STAT,2017,NOA,West Oregon,Dallas,17-552006-18,Tindle Creek Fire,A,0.1,0.1,Human,Rancher-Farmer,Equipment Use,Mowing - Agriculture,,45.10769,-123.50686,POINT (-123.50686 45.10769),Other Private,5S,7W,26.0,NESE,Tindle Creek Road,Polk,WO1,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,07/12/2017 12:30:00 PM,07/12/2017 12:35:00 PM,07/12/2017 12:33:00 PM,07/12/2017 12:56:00 PM,07/12/2017 12:00:00 AM,07/14/2017 11:11:00 AM,55,552,006
17125,122099,STAT,2020,SOA,Coos - CFPA,Coos Bay,20-721096-21,Libby Lane,A,0.13,0.13,Human,Other-Public,Smoking,Discarded Cigarette/Tobacco,,43.34528,-124.27361,POINT (-124.27361 43.34528),Other Public,26S,13W,5.0,NWSW,6 W Coos Bay,Coos,CS1,Reg Use Closure,Lvl 4 Complete Shutdown,09/07/2020 03:45:00 PM,09/08/2020 01:00:00 PM,09/08/2020 12:55:00 PM,09/08/2020 07:27:00 PM,09/09/2020 12:00:00 AM,10/18/2020 08:50:00 AM,72,721,096
17126,109953,STAT,2018,SOA,Southwest Oregon,Grants Pass,18-712716-18,McMullen Creek,A,0.01,0.01,Human,Recreationist,Recreation,Warming Fire Not Extinguished,,42.25523,-123.55567,POINT (-123.55567 42.25523),County,38S,7W,20.0,NENW,7.95 Miles NE of CJ,Josephine,SW3,Outside Closed Fire Season,Outside Closed Fire Season,04/01/2018 03:55:00 PM,04/01/2018 04:00:00 PM,04/01/2018 04:00:00 PM,04/05/2018 12:00:00 PM,04/02/2018 12:00:00 AM,04/10/2018 02:08:00 PM,71,712,716
17127,120439,STAT,2020,EOA,Central Oregon,John Day,20-952066-21,China Peak,A,0.1,0.1,Lightning,Lightning,Lightning,Lightning,,44.7375,-119.48333,POINT (-119.48333 44.7375),Other Private,10S,27E,4.0,NENW,6.4 miles SW of Monument,Grant,EC2,Reg Use Closure,Does Not Apply - Eastern OR,08/18/2020 11:00:00 PM,08/19/2020 12:34:00 PM,08/19/2020 11:50:00 AM,08/19/2020 05:14:00 PM,08/19/2020 12:00:00 AM,08/22/2020 03:03:00 PM,95,952,066
17130,110109,STAT,2018,SOA,South Cascade,Eastern Lane,18-771118-18,Row River Trail,A,0.2,0.2,Human,Recreationist,Recreation,Other - Recreationist Related,human caused at overlook,43.78863,-122.95725,POINT (-122.95725 43.78863),BLM,20S,2W,32.0,SWNE,Dorena Lake,Lane,EL1,Outside Closed Fire Season,Outside Closed Fire Season,05/23/2018 06:10:00 PM,05/23/2018 06:30:00 PM,05/23/2018 06:20:00 PM,05/23/2018 07:27:00 PM,05/24/2018 12:00:00 AM,05/24/2018 11:14:00 AM,77,771,118
17131,121997,STAT,2020,SOA,Southwest Oregon,Medford,20-711249-21,Climax,B,3.0,3.0,Human,Ruralist-Paying,Equipment Use,"Cutting, Welding, or Grinding",Landowner was cutting a T-Post in dry grass,42.29837,-122.63895,POINT (-122.63895 42.29837),Small Woodlands,38S,2E,6.0,NWNW,8.02 miles Northeast of Ashlan,Jackson,SW1,Reg Use Closure,Lvl 4 Complete Shutdown,09/07/2020 02:22:00 PM,09/07/2020 02:25:00 PM,09/07/2020 02:25:00 PM,09/07/2020 02:53:00 PM,09/07/2020 12:00:00 AM,09/13/2020 10:20:00 AM,71,711,249
17137,123180,STAT,2020,EOA,Walker Range - WRFPA,Crescent,20-991242-21,County Line,A,0.0,0.0,Human,Ruralist-Paying,Debris Burning,Burn Barrel,,43.61572,-121.54945,POINT (-121.54945 43.61572),Rural Residential,23S,10E,5.0,NENE,County Line,Klamath,WC2,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,10/28/2020 07:30:00 AM,10/28/2020 07:45:00 AM,10/28/2020 07:44:00 AM,10/28/2020 08:20:00 AM,11/03/2020 12:00:00 AM,11/03/2020 04:01:00 PM,99,991,242
17138,113072,STAT,2018,SOA,Western Lane,Veneta,18-781065-19,Cantrell Hill,A,0.1,0.1,Human,Recreationist,Recreation,Firearms - Target,,44.02278,-123.2225,POINT (-123.2225 44.02278),Rural Residential,10S,4W,7.0,NENW,Cantrell Hill,Lane,WT1,Reg Use Closure,Lvl 1 Fire Season Only,09/21/2018 06:40:00 PM,09/21/2018 06:42:00 PM,09/21/2018 06:40:00 PM,09/21/2018 08:00:00 PM,09/22/2018 12:00:00 AM,09/22/2018 01:26:00 PM,78,781,065
17140,123320,STAT,2021,SOA,South Cascade,Eastern Lane,21-771127-21,Wills Road STAT,A,0.01,0.01,Human,Ruralist-Paying,Debris Burning,Unattended,Burning debris pile that spread into grass,43.89455,-122.92922,POINT (-122.92922 43.89455),Rural Residential,19S,2W,28.0,NENE,Bear Creek Road,Lane,EL1,Outside Closed Fire Season,Outside Closed Fire Season,04/06/2021 04:30:00 PM,04/06/2021 04:50:00 PM,04/06/2021 04:49:00 PM,04/06/2021 04:59:00 PM,04/08/2021 12:00:00 AM,04/15/2021 08:13:00 AM,77,771,127
17143,123253,STAT,2021,SOA,Southwest Oregon,Grants Pass,21-712908-21,Thompson Creek,B,2.0,2.0,Human,Other-Landowner Related,Debris Burning,Industrial- Slash-Holdover Prev. Burn(>90 days after ign.),Rekindle of Slash Pile Record of Fire Issued,42.20905,-123.54213,POINT (-123.54213 42.20905),Industrial,39S,7W,4.0,SWNW,6 miles N of Cave Junction,Josephine,SW3,Outside Closed Fire Season,Outside Closed Fire Season,12/09/2020 08:00:00 AM,03/04/2021 03:00:00 PM,03/04/2021 02:45:00 PM,03/10/2021 06:00:00 PM,03/10/2021 12:00:00 AM,03/10/2021 02:38:00 PM,71,712,908
17146,118206,STAT,2020,EOA,Central Oregon,John Day,20-952006-21,Deardorff,C,56.0,56.0,Human,Motorist,Equipment Use,Carbon Sparks from Vehicle,,44.39972,-118.55639,POINT (-118.55639 44.39972),Other Private,13S,34E,36.0,SENE,8.8 miles SE of Prairie City,Grant,MA1,Reg Use Closure,Does Not Apply - Eastern OR,07/12/2020 01:00:00 PM,07/12/2020 03:13:00 PM,07/12/2020 01:30:00 PM,07/14/2020 05:05:00 PM,07/12/2020 12:00:00 AM,07/30/2020 02:12:00 PM,95,952,006
17149,107862,STAT,2017,EOA,Central Oregon,Sisters,17-955027-18,Dyke Rd 689,A,0.25,0.25,Human,Ruralist-Paying,Miscellaneous,Burning Building,house fire spread to wildland,43.72,-121.50861,POINT (-121.50861 43.72),Rural Residential,21S,10E,27.0,SESE,3 Miles NW of La Pine,Deschutes,WC2,Reg Use Closure,Does Not Apply - Eastern OR,07/29/2017 12:30:00 PM,07/29/2017 12:39:00 PM,07/29/2017 12:30:00 PM,07/30/2017 01:00:00 PM,07/29/2017 12:00:00 AM,08/24/2017 01:02:00 PM,95,955,027
17152,118710,STAT,2020,EOA,Northeast Oregon,La Grande,20-971008-21,Z Road,B,2.0,2.0,Lightning,Lightning,Lightning,Lightning,Grass hill struck by lightning,45.34889,-117.79333,POINT (-117.79333 45.34889),Small Woodlands,2S,40E,34.0,SWNE,,Union,NE3,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,07/29/2020 09:00:00 PM,07/29/2020 09:06:00 PM,07/29/2020 09:05:00 PM,07/31/2020 11:55:00 AM,07/29/2020 12:00:00 AM,08/02/2020 03:57:00 PM,97,971,008
17160,112102,STAT,2018,SOA,Western Lane,Veneta,18-781028-19,Substation,A,0.01,0.01,Human,Public Utility,Equipment Use,Powerlines - Tree/branch within right of way,,44.02861,-123.35278,POINT (-123.35278 44.02861),State,18S,6W,1.0,SESE,Little Hahnee Reservoir,Lane,WT1,Reg Use Closure,Lvl 3 Restricted Shutdown,08/12/2018 08:20:00 AM,08/12/2018 08:27:00 AM,08/12/2018 08:25:00 AM,08/12/2018 10:15:00 AM,08/12/2018 12:00:00 AM,08/12/2018 11:45:00 AM,78,781,028
17162,107699,STAT,2017,EOA,Central Oregon,John Day,17-952017-18,Sheep Creek,A,0.1,0.1,Lightning,Lightning,Lightning,Lightning,,44.01762,-119.5881,POINT (-119.5881 44.01762),Other Private,18S,26E,10.0,SESW,,Grant,MA2,Reg Use Closure,Does Not Apply - Eastern OR,07/26/2017 12:00:00 AM,07/26/2017 07:58:00 PM,07/26/2017 07:58:00 PM,07/27/2017 01:45:00 PM,07/27/2017 12:00:00 AM,09/19/2017 01:44:00 PM,95,952,017
17164,112425,STAT,2018,SOA,Coos - CFPA,Gold Beach,18-723060-19,Paridise Point,A,0.05,0.05,Human,Other-Public,Miscellaneous,Warming Fire,,42.76083,-124.50083,POINT (-124.50083 42.76083),Rural Residential,32S,15W,32.0,SWNE,1 N Port Orford,Curry,CS1,Reg Use Closure,Lvl 1 Fire Season Only,08/22/2018 09:37:00 AM,08/22/2018 09:37:00 AM,08/22/2018 09:37:00 AM,08/22/2018 10:05:00 AM,08/24/2018 12:00:00 AM,08/24/2018 11:04:00 AM,72,723,060
17166,122553,STAT,2020,SOA,Douglas - DFPA,DFPA North,20-731348-21,Rainy Peak,A,0.1,0.1,Lightning,Lightning,Lightning,Lightning,Lightning Strike,43.57162,-123.65353,POINT (-123.65353 43.57162),Industrial,23S,8W,16.0,SWNE,6.25 miles Southwest of Elkton,Douglas,DG1,Reg Use Closure,Lvl 3 Restricted Shutdown,09/18/2020 05:00:00 AM,09/18/2020 07:45:00 AM,09/18/2020 07:45:00 AM,09/28/2020 12:00:00 PM,09/20/2020 12:00:00 AM,10/23/2020 01:50:00 PM,73,731,348
17168,112772,STAT,2018,NOA,Astoria,Astoria,18-521028-19,CHICKEN COOP,A,0.01,0.0,Human,Ruralist-Non-Paying,Debris Burning,Other - Burning Related,,46.17709,-123.76012,POINT (-123.76012 46.17709),Rural Residential,8N,9W,14.0,NWSE,3.49 miles East of Astoria,Clatsop,NW1,Reg Use Closure,Lvl 1 Fire Season Only,09/07/2018 10:00:00 AM,09/07/2018 10:30:00 AM,09/07/2018 10:25:00 AM,09/07/2018 11:00:00 AM,09/07/2018 12:00:00 AM,09/10/2018 12:34:00 PM,52,521,028
17171,114549,STAT,2019,EOA,Central Oregon,Prineville,19-951029-19,Box Springs 0360,B,0.9,0.9,Lightning,Lightning,Lightning,Lightning,Lightning Struck pine,44.63306,-120.505,POINT (-120.505 44.63306),Small Woodlands,11S,19E,7.0,NWNW,20 miles Northeast of Prinevil,Jefferson,WC1,Reg Use Closure,Does Not Apply - Eastern OR,06/27/2019 03:31:00 PM,06/29/2019 02:29:00 PM,06/29/2019 12:00:00 AM,06/30/2019 04:06:00 PM,06/30/2019 12:00:00 AM,07/07/2019 04:32:00 PM,95,951,029
17175,124651,STAT,2021,SOA,Southwest Oregon,Medford,21-711015-22,Meadows,B,0.5,0.5,Human,Ruralist-Paying,Recreation,Fireworks,,42.53772,-122.92522,POINT (-122.92522 42.53772),Other Private,35S,2W,10.0,SWSE,7.67 miles Southwest of Shady,Jackson,SW1,Permit Closure,Lvl 2 Limited Shutdown,07/04/2021 04:35:00 PM,07/04/2021 04:55:00 PM,07/04/2021 04:54:00 PM,07/04/2021 05:19:00 PM,07/04/2021 12:00:00 AM,09/07/2021 10:57:00 AM,71,711,015
17177,110974,STAT,2018,EOA,Klamath-Lake,Klamath,18-981007-19,Rock 2 205,A,0.1,0.1,Human,Recreationist,Miscellaneous,Warming Fire,Abandonded Campfire,42.1325,-122.03306,POINT (-122.03306 42.1325),Industrial,39S,7E,31.0,NESE,Topsy Reservoir,Klamath,KF1,Reg Use Closure,Does Not Apply - Eastern OR,07/07/2018 04:00:00 PM,07/08/2018 12:30:00 AM,07/08/2018 12:30:00 AM,07/09/2018 02:00:00 AM,07/10/2018 12:00:00 AM,07/18/2018 04:10:00 PM,98,981,007
17179,114428,STAT,2019,SOA,Southwest Oregon,Medford,19-711591-19,Hwy 62 PP #032901,A,0.01,0.0,Human,Public Utility,Equipment Use,"Powerlines - Power pole malfunction (transformer, fuse, etc.",Power line /insulator failure,42.47583,-122.81208,POINT (-122.81208 42.47583),County,36S,1W,3.0,NWNW,0.52 miles Northwest of Eagle,Jackson,SW1,Reg Use Closure,Lvl 1 Fire Season Only,06/24/2019 02:10:00 PM,06/24/2019 02:12:00 PM,06/24/2019 02:11:00 PM,06/24/2019 02:46:00 PM,06/24/2019 12:00:00 AM,06/26/2019 01:44:00 PM,71,711,591
17181,120413,STAT,2020,EOA,Klamath-Lake,Klamath,20-981058-21,Black Tail 356,A,0.1,0.1,Human,Ruralist-Paying,Equipment Use,Agriculture,E8153 determined it was started by use of a generator,42.36389,-121.41806,POINT (-121.41806 42.36389),Other Private,37S,11E,16.0,SWNE,Black Tail Lane,Klamath,KF1,Reg Use Closure,Does Not Apply - Eastern OR,08/19/2020 09:45:00 AM,08/19/2020 09:52:00 AM,08/19/2020 09:50:00 AM,08/19/2020 02:00:00 PM,08/19/2020 12:00:00 AM,10/14/2020 08:24:00 AM,98,981,058
17182,117066,STAT,2019,SOA,Coos - CFPA,Bridge,19-722100-20,Cherry Hill Rd,B,1.5,1.5,Human,Ruralist-Non-Paying,Debris Burning,Unattended,,43.07333,-124.13,POINT (-124.13 43.07333),Rural Residential,29S,12W,9.0,SWNE,0.75 NE Myrtle Point,Coos,CS1,Outside Closed Fire Season,Outside Closed Fire Season,10/01/2019 04:50:00 PM,10/01/2019 05:30:00 PM,10/01/2019 05:28:00 PM,10/01/2019 07:00:00 PM,10/02/2019 12:00:00 AM,10/16/2019 03:46:00 PM,72,722,100
17183,113721,STAT,2018,SOA,South Cascade,Sweet Home,18-772084-19,Sodaville 184,A,0.25,0.25,Human,Ruralist-Paying,Debris Burning,Industrial- Slash-Failure to Follow Burn Permit Instructions,,44.46953,-122.87016,POINT (-122.87016 44.46953),Rural Residential,13S,2W,1.0,SENE,30184 Sodaville Mtn Home Rd,Linn,LN1,Outside Closed Fire Season,Outside Closed Fire Season,10/27/2018 07:00:00 PM,10/27/2018 07:00:00 PM,10/27/2018 07:00:00 PM,10/27/2018 10:30:00 PM,10/27/2018 12:00:00 AM,11/07/2018 09:18:00 AM,77,772,084
17189,107147,STAT,2017,NOA,Forest Grove,Forest Grove,17-531003-18,Manning Fire #1,A,0.01,0.0,Human,Rancher-Farmer,Equipment Use,Agriculture,,45.66455,-123.16536,POINT (-123.16536 45.66455),Rural Residential,2N,4W,15.0,NWNE,Whiteman Pond,Washington,NW3,Outside Closed Fire Season,Outside Closed Fire Season,07/06/2017 06:25:00 PM,07/06/2017 06:29:00 PM,07/06/2017 06:27:00 PM,07/06/2017 07:05:00 PM,07/07/2017 12:00:00 AM,07/07/2017 09:11:00 AM,53,531,003
17192,111235,STAT,2018,SOA,Southwest Oregon,Medford,18-711106-19,Old Military rd,A,0.01,0.01,Lightning,Lightning,Lightning,Lightning,Wagner Complex,42.35693,-122.96985,POINT (-122.96985 42.35693),Small Woodlands,37S,2W,17.0,NWNW,3 miles North of Jacksonville,Jackson,SW1,Reg Use Closure,Lvl 2 Limited Shutdown,07/15/2018 09:00:00 AM,07/15/2018 11:35:00 AM,07/15/2018 11:35:00 AM,07/18/2018 02:00:00 PM,07/22/2018 12:00:00 AM,07/22/2018 12:01:00 PM,71,711,106
17194,116523,STAT,2019,SOA,Southwest Oregon,Medford,19-711276-20,Ginger 3,A,0.01,0.01,Lightning,Lightning,Lightning,Lightning,Ginger Creek Complex,42.50993,-122.55655,POINT (-122.55655 42.50993),BLM,35S,2E,23.0,NESW,2.34 miles South of Butte Fall,Jackson,SW2,Reg Use Closure,Lvl 2 Limited Shutdown,09/05/2019 05:00:00 AM,09/05/2019 06:30:00 AM,09/05/2019 06:30:00 AM,09/05/2019 09:10:00 PM,09/05/2019 12:00:00 AM,09/08/2019 12:53:00 PM,71,711,276
